label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_index_ring,dist_index_pinky,dist_middle_ring,dist_middle_pinky,dist_ring_pinky
I,0.155163,-0.110887,-0.031008,0.230183,-0.381398,-0.030169,0.202946,-0.594901,-0.034172,0.101634,-0.607571,-0.028434,0.101624,-0.572598,0.020964,0.096033,-0.737451,-0.021371,0.111487,-0.584915,-0.046942,0.116192,-0.464501,-0.052538,0.000000,-0.573202,0.014308,0.000273,-0.752008,-0.050258,0.035390,-0.574040,-0.079804,0.044409,-0.424925,-0.076105,-0.098766,-0.558827,-0.001317,-0.128196,-0.772501,-0.049954,-0.065492,-0.648464,-0.061767,-0.025346,-0.524078,-0.050795,-0.191803,-0.524506,-0.020368,-0.243460,-0.719489,-0.033408,-0.260585,-0.843710,-0.042205,-0.277945,-0.960597,-0.045240,0.143808,0.191401,0.151971,0.518371,0.081970,0.153566,0.633605,0.121232,0.625186,0.504337
I,0.152504,-0.121789,-0.029647,0.227329,-0.379121,-0.032252,0.208416,-0.585758,-0.040258,0.105595,-0.618411,-0.038875,0.099775,-0.571297,0.017943,0.094237,-0.732235,-0.026399,0.116314,-0.579888,-0.053530,0.123573,-0.461991,-0.059480,0.000000,-0.573925,0.010795,0.000567,-0.743321,-0.053979,0.042236,-0.565023,-0.084588,0.052443,-0.418394,-0.082728,-0.098971,-0.563529,-0.004898,-0.128570,-0.772521,-0.052341,-0.059539,-0.648485,-0.063349,-0.015546,-0.525810,-0.053103,-0.193260,-0.533635,-0.023788,-0.247371,-0.727374,-0.034279,-0.263596,-0.847055,-0.040366,-0.279767,-0.960068,-0.041782,0.157449,0.206958,0.152480,0.515008,0.083428,0.153058,0.640908,0.127125,0.635432,0.508323
I,0.154921,-0.114095,-0.033167,0.231146,-0.378276,-0.037400,0.204081,-0.593621,-0.046580,0.095969,-0.616589,-0.046486,0.100714,-0.573717,0.013972,0.095128,-0.739639,-0.033617,0.118529,-0.585680,-0.063061,0.128088,-0.464100,-0.070532,0.000000,-0.575162,0.006995,-0.001259,-0.753902,-0.061262,0.040892,-0.574639,-0.093337,0.053108,-0.422877,-0.091568,-0.098471,-0.563828,-0.008805,-0.130842,-0.775570,-0.058292,-0.061398,-0.651387,-0.069612,-0.016975,-0.526345,-0.058991,-0.192406,-0.531388,-0.028282,-0.249235,-0.724410,-0.039980,-0.266006,-0.845431,-0.046975,-0.281492,-0.959564,-0.049142,0.155834,0.198397,0.144569,0.510009,0.085565,0.157854,0.642837,0.124969,0.632447,0.507590
I,0.152045,-0.120899,-0.030239,0.222310,-0.383002,-0.033321,0.203899,-0.589778,-0.041742,0.105691,-0.620131,-0.040292,0.104646,-0.572506,0.013066,0.094181,-0.740543,-0.036821,0.108506,-0.587491,-0.067769,0.115637,-0.459555,-0.075725,0.000000,-0.570382,0.005077,-0.002160,-0.752026,-0.064456,0.033489,-0.578160,-0.095831,0.046000,-0.426705,-0.093850,-0.102238,-0.552183,-0.011865,-0.137131,-0.773283,-0.062705,-0.070946,-0.655379,-0.073350,-0.023416,-0.533203,-0.062424,-0.196423,-0.514356,-0.032422,-0.249770,-0.709718,-0.047982,-0.271811,-0.836275,-0.057497,-0.292326,-0.956319,-0.061231,0.160884,0.202427,0.155644,0.520999,0.076996,0.157352,0.642812,0.127123,0.628454,0.501338
I,0.149730,-0.115454,-0.034786,0.228926,-0.375799,-0.040379,0.209503,-0.588419,-0.050029,0.099702,-0.626491,-0.050097,0.101382,-0.576049,0.010424,0.097631,-0.736013,-0.037354,0.116779,-0.579547,-0.065578,0.121519,-0.465071,-0.072175,0.000000,-0.576429,0.003993,0.002137,-0.751982,-0.064933,0.038846,-0.565321,-0.094433,0.046048,-0.413013,-0.090232,-0.101743,-0.562844,-0.011387,-0.130098,-0.774278,-0.061965,-0.063450,-0.651064,-0.071239,-0.021482,-0.530826,-0.058904,-0.198611,-0.529605,-0.030279,-0.249465,-0.725671,-0.042191,-0.264855,-0.844538,-0.046484,-0.281084,-0.959683,-0.046392,0.162887,0.220117,0.154394,0.505979,0.091684,0.157395,0.637754,0.135796,0.637074,0.501309
I,0.153624,-0.126617,-0.031527,0.227413,-0.382706,-0.034487,0.198191,-0.594713,-0.042441,0.090841,-0.622769,-0.042118,0.100691,-0.571056,0.018920,0.092788,-0.731128,-0.025058,0.112233,-0.584820,-0.053765,0.121166,-0.465195,-0.061297,-0.000000,-0.571695,0.012485,-0.005875,-0.748910,-0.052618,0.033680,-0.577603,-0.085645,0.047220,-0.426474,-0.085315,-0.099899,-0.558158,-0.002394,-0.136236,-0.768078,-0.052053,-0.069882,-0.647452,-0.064932,-0.025113,-0.520989,-0.055092,-0.196904,-0.523909,-0.020396,-0.256194,-0.719336,-0.033667,-0.276469,-0.842324,-0.040905,-0.295332,-0.955395,-0.042763,0.160466,0.201083,0.154287,0.509676,0.083470,0.156558,0.643247,0.119018,0.630158,0.511592
I,0.154051,-0.110701,-0.028680,0.228978,-0.379721,-0.028075,0.214506,-0.589179,-0.032700,0.113085,-0.609821,-0.028055,0.100756,-0.579649,0.019685,0.098376,-0.739913,-0.027055,0.120926,-0.587881,-0.057182,0.128227,-0.465814,-0.064282,-0.000000,-0.578802,0.012432,0.005430,-0.751198,-0.052903,0.046761,-0.574911,-0.083613,0.056892,-0.425412,-0.080967,-0.100054,-0.563178,-0.003745,-0.124379,-0.774355,-0.051687,-0.055076,-0.650269,-0.062823,-0.011575,-0.525615,-0.051782,-0.194124,-0.527247,-0.023241,-0.242686,-0.724501,-0.033588,-0.257024,-0.847415,-0.039586,-0.271870,-0.962334,-0.040918,0.144801,0.192780,0.150435,0.521973,0.081982,0.152055,0.637659,0.121360,0.629579,0.508406
I,0.153818,-0.129800,-0.031474,0.224822,-0.386711,-0.036365,0.200038,-0.595007,-0.046587,0.090611,-0.618381,-0.048492,0.100651,-0.577185,0.018776,0.092048,-0.735139,-0.029767,0.111429,-0.583188,-0.061669,0.122907,-0.456838,-0.069881,0.000000,-0.576053,0.011587,-0.003299,-0.750317,-0.057054,0.032812,-0.572099,-0.090448,0.047945,-0.415856,-0.088658,-0.101610,-0.561934,-0.004583,-0.137071,-0.769237,-0.054171,-0.073864,-0.658090,-0.066512,-0.026470,-0.539152,-0.055936,-0.200838,-0.527355,-0.023994,-0.259111,-0.723058,-0.033431,-0.278531,-0.845197,-0.037280,-0.293316,-0.956015,-0.036935,0.164740,0.206970,0.141369,0.511270,0.085432,0.170555,0.649939,0.144012,0.638930,0.494957
I,0.154455,-0.104293,-0.044074,0.234644,-0.368972,-0.052743,0.210068,-0.591995,-0.063772,0.098091,-0.625680,-0.064069,0.101854,-0.569795,0.004923,0.098579,-0.726654,-0.047008,0.117952,-0.566901,-0.076797,0.125854,-0.449274,-0.083954,0.000000,-0.571411,0.002265,0.004206,-0.743214,-0.072647,0.042637,-0.557021,-0.103036,0.054893,-0.404775,-0.097735,-0.099132,-0.557621,-0.010698,-0.126717,-0.767417,-0.068316,-0.059033,-0.646012,-0.079002,-0.013562,-0.525817,-0.065199,-0.192387,-0.522805,-0.027910,-0.242950,-0.719303,-0.045963,-0.260595,-0.843324,-0.054263,-0.278355,-0.960478,-0.055542,0.178577,0.225089,0.149796,0.503787,0.083759,0.159045,0.651701,0.139058,0.647966,0.508966
I,0.159895,-0.112992,-0.036755,0.236064,-0.372602,-0.042291,0.210002,-0.589044,-0.051480,0.100863,-0.617469,-0.051361,0.102234,-0.571328,0.007272,0.094918,-0.739582,-0.042484,0.113514,-0.586385,-0.072156,0.124912,-0.462742,-0.079683,0.000000,-0.571875,0.002411,-0.002867,-0.755214,-0.069931,0.034860,-0.575366,-0.101851,0.051793,-0.419073,-0.098733,-0.100647,-0.557645,-0.011428,-0.138559,-0.770042,-0.064468,-0.073014,-0.653527,-0.076340,-0.024077,-0.532869,-0.065211,-0.196732,-0.521527,-0.029034,-0.254466,-0.714708,-0.044478,-0.276818,-0.838427,-0.053211,-0.296718,-0.954965,-0.055995,0.156584,0.204373,0.150887,0.521512,0.085167,0.164667,0.648116,0.136768,0.639249,0.502493
I,0.155550,-0.114532,-0.030564,0.232762,-0.382245,-0.033220,0.210703,-0.596696,-0.041134,0.100587,-0.612774,-0.040763,0.101321,-0.575918,0.014237,0.098614,-0.737276,-0.034812,0.119572,-0.584963,-0.065133,0.129383,-0.460277,-0.072378,0.000000,-0.573510,0.005768,-0.000255,-0.750498,-0.063674,0.041402,-0.571822,-0.095385,0.055711,-0.418039,-0.092889,-0.100509,-0.556867,-0.011387,-0.126177,-0.767768,-0.065090,-0.055920,-0.631871,-0.076336,-0.010489,-0.497363,-0.063927,-0.195438,-0.519076,-0.031807,-0.245204,-0.715986,-0.046788,-0.262104,-0.841916,-0.054707,-0.279070,-0.960271,-0.057019,0.155192,0.199839,0.160180,0.514678,0.084921,0.144704,0.645622,0.103318,0.637254,0.535182
I,0.150972,-0.114131,-0.032519,0.222501,-0.373781,-0.036565,0.208076,-0.583412,-0.045700,0.106344,-0.613743,-0.044966,0.096976,-0.571121,0.012669,0.095249,-0.735410,-0.035867,0.116830,-0.578198,-0.064496,0.125082,-0.455919,-0.070819,-0.000000,-0.571340,0.005302,0.002953,-0.748017,-0.065437,0.043285,-0.564589,-0.095429,0.057644,-0.411086,-0.090861,-0.099021,-0.557477,-0.011183,-0.126899,-0.768280,-0.062462,-0.060564,-0.646762,-0.071688,-0.016034,-0.524969,-0.058534,-0.194516,-0.524857,-0.031435,-0.247177,-0.720083,-0.044887,-0.265534,-0.843321,-0.051176,-0.282342,-0.959314,-0.051973,0.158933,0.208427,0.151186,0.520092,0.080981,0.157103,0.647611,0.135638,0.645092,0.509486
I,0.154121,-0.121608,-0.028685,0.225543,-0.385988,-0.031421,0.207995,-0.590605,-0.040216,0.109168,-0.611568,-0.038940,0.100204,-0.579906,0.017401,0.096816,-0.739178,-0.033335,0.115663,-0.577221,-0.063263,0.126973,-0.448182,-0.069266,0.000000,-0.577573,0.008318,0.004702,-0.752752,-0.063859,0.041844,-0.564430,-0.093208,0.055557,-0.405358,-0.087114,-0.101499,-0.562253,-0.010016,-0.131290,-0.777214,-0.061263,-0.064338,-0.653282,-0.069901,-0.015724,-0.529128,-0.055857,-0.197020,-0.526473,-0.031725,-0.248260,-0.723122,-0.041734,-0.264984,-0.846274,-0.045926,-0.279457,-0.960158,-0.045675,0.164353,0.213065,0.149647,0.522058,0.083271,0.164057,0.653685,0.142829,0.648103,0.505314
I,0.153527,-0.114273,-0.036928,0.230133,-0.367761,-0.044948,0.215355,-0.580489,-0.057208,0.106046,-0.615206,-0.059314,0.098253,-0.572239,0.006436,0.095691,-0.742008,-0.044763,0.122810,-0.587018,-0.074006,0.132047,-0.471609,-0.080583,0.000000,-0.572397,0.000550,0.003545,-0.750050,-0.071595,0.047376,-0.565251,-0.102044,0.056681,-0.417417,-0.098317,-0.098912,-0.557613,-0.014546,-0.128649,-0.769638,-0.067900,-0.060115,-0.649537,-0.077516,-0.018749,-0.532711,-0.064776,-0.193637,-0.523565,-0.033346,-0.245277,-0.719930,-0.048245,-0.260457,-0.843555,-0.054545,-0.277500,-0.960726,-0.055131,0.145932,0.203856,0.149597,0.516228,0.092827,0.162705,0.637938,0.137776,0.637857,0.500149
I,0.156120,-0.121706,-0.033650,0.230938,-0.375009,-0.039413,0.209438,-0.585898,-0.049936,0.102010,-0.623878,-0.051732,0.101247,-0.572928,0.011328,0.091651,-0.738260,-0.038553,0.113665,-0.586255,-0.069558,0.124381,-0.461919,-0.077288,0.000000,-0.571549,0.005125,-0.001850,-0.749372,-0.064342,0.036520,-0.572481,-0.096844,0.049924,-0.418650,-0.095285,-0.100602,-0.555360,-0.010063,-0.134332,-0.767429,-0.061011,-0.068960,-0.656363,-0.073107,-0.022826,-0.539058,-0.062836,-0.197112,-0.518563,-0.028730,-0.251248,-0.715164,-0.043272,-0.270601,-0.841317,-0.051128,-0.287732,-0.957711,-0.053178,0.163496,0.211734,0.150925,0.513171,0.086117,0.166194,0.644707,0.140679,0.636080,0.495425
I,0.149614,-0.114991,-0.035284,0.225670,-0.378032,-0.040453,0.203361,-0.590604,-0.048936,0.096912,-0.623974,-0.047514,0.100978,-0.573931,0.006078,0.092544,-0.730376,-0.042110,0.113155,-0.572943,-0.068728,0.123854,-0.458113,-0.074543,0.000000,-0.569576,-0.000213,-0.003074,-0.747800,-0.073185,0.037987,-0.558928,-0.101797,0.052547,-0.404538,-0.096231,-0.100146,-0.552368,-0.015275,-0.132664,-0.769349,-0.071317,-0.063419,-0.639258,-0.078958,-0.016928,-0.512632,-0.063917,-0.195366,-0.514692,-0.033714,-0.249412,-0.710409,-0.051571,-0.268742,-0.835928,-0.058953,-0.288246,-0.957556,-0.060100,0.168035,0.223876,0.159238,0.509533,0.089190,0.150970,0.647511,0.128495,0.649592,0.521125
I,0.152407,-0.110558,-0.034274,0.222568,-0.379165,-0.037860,0.205493,-0.595623,-0.046231,0.099347,-0.622578,-0.044939,0.099718,-0.570516,0.013723,0.091389,-0.742342,-0.035731,0.108293,-0.590258,-0.065968,0.116022,-0.464138,-0.073143,-0.000000,-0.570627,0.007815,-0.001628,-0.750835,-0.062580,0.032871,-0.573586,-0.093841,0.045146,-0.419094,-0.090499,-0.098995,-0.555730,-0.007782,-0.128795,-0.770826,-0.059638,-0.064377,-0.654938,-0.071687,-0.018724,-0.532401,-0.060652,-0.191702,-0.521679,-0.027220,-0.241619,-0.717044,-0.041171,-0.262284,-0.844048,-0.050294,-0.280636,-0.959814,-0.053693,0.159314,0.210579,0.148568,0.508051,0.083978,0.151050,0.634848,0.130069,0.631279,0.501279
I,0.149966,-0.123104,-0.028021,0.222668,-0.384947,-0.030984,0.206302,-0.589372,-0.039873,0.102847,-0.612207,-0.038891,0.098404,-0.574012,0.018624,0.100326,-0.735258,-0.030696,0.119961,-0.575530,-0.061056,0.124816,-0.449037,-0.067692,0.000000,-0.574592,0.009555,0.005879,-0.750359,-0.059118,0.046984,-0.566779,-0.090523,0.057715,-0.414437,-0.087542,-0.099222,-0.561798,-0.008354,-0.122722,-0.770449,-0.057150,-0.054360,-0.640247,-0.067218,-0.013149,-0.514466,-0.055235,-0.193818,-0.528974,-0.029524,-0.248197,-0.723363,-0.038825,-0.264058,-0.844529,-0.043839,-0.280249,-0.959927,-0.044482,0.164643,0.202854,0.151686,0.517370,0.075496,0.152693,0.651987,0.122586,0.641700,0.519402
I,0.156522,-0.123322,-0.038170,0.233384,-0.378240,-0.046461,0.214282,-0.594056,-0.059669,0.106630,-0.630394,-0.063466,0.101671,-0.582898,0.013530,0.095931,-0.743056,-0.040604,0.114702,-0.586028,-0.074861,0.125998,-0.458615,-0.084053,0.000000,-0.583685,0.008293,0.001890,-0.757458,-0.066954,0.036576,-0.574759,-0.101774,0.050328,-0.416252,-0.099608,-0.102111,-0.569053,-0.006966,-0.133107,-0.777311,-0.062629,-0.067674,-0.656571,-0.074848,-0.018870,-0.531128,-0.062540,-0.199385,-0.532872,-0.026219,-0.253961,-0.725019,-0.041193,-0.274263,-0.845500,-0.047943,-0.290325,-0.956928,-0.048386,0.172867,0.221419,0.160013,0.514002,0.086721,0.162003,0.649339,0.134107,0.639042,0.504969
I,0.153235,-0.116466,-0.036145,0.226357,-0.381263,-0.040822,0.206144,-0.594228,-0.049715,0.099940,-0.629348,-0.048129,0.101926,-0.571241,0.013027,0.093971,-0.735771,-0.036922,0.113324,-0.581987,-0.066250,0.125273,-0.463731,-0.073387,0.000000,-0.570915,0.007400,-0.000090,-0.751643,-0.065942,0.036330,-0.569077,-0.096527,0.051168,-0.414267,-0.091583,-0.102511,-0.555759,-0.008111,-0.135032,-0.772655,-0.061870,-0.073030,-0.660303,-0.073138,-0.028089,-0.544344,-0.060837,-0.197770,-0.522612,-0.027547,-0.246725,-0.718742,-0.042759,-0.266102,-0.843278,-0.051035,-0.284227,-0.958757,-0.053080,0.167543,0.220542,0.153679,0.506058,0.089097,0.173258,0.642449,0.152322,0.639499,0.487180
I,0.161358,-0.121075,-0.034684,0.236572,-0.386739,-0.038319,0.211254,-0.601469,-0.046057,0.105091,-0.623820,-0.044490,0.102756,-0.582113,0.012556,0.094173,-0.739714,-0.036293,0.114949,-0.582600,-0.066174,0.127774,-0.458367,-0.073789,0.000000,-0.579441,0.006781,-0.003646,-0.758809,-0.066119,0.036923,-0.574092,-0.098204,0.054157,-0.415500,-0.094229,-0.101171,-0.562151,-0.008019,-0.137462,-0.770995,-0.061277,-0.069244,-0.652704,-0.073436,-0.020723,-0.532204,-0.061749,-0.196862,-0.523376,-0.026358,-0.253276,-0.717477,-0.040230,-0.272992,-0.840237,-0.047693,-0.292546,-0.956251,-0.049434,0.167001,0.214456,0.155637,0.518292,0.085188,0.165841,0.651581,0.138660,0.642351,0.503691
I,0.152900,-0.115628,-0.035205,0.229703,-0.379685,-0.038101,0.210078,-0.595199,-0.044978,0.102027,-0.624862,-0.042298,0.102028,-0.573158,0.016151,0.099322,-0.732462,-0.030655,0.114234,-0.580647,-0.059810,0.121087,-0.459962,-0.067280,0.000000,-0.574217,0.011216,-0.000348,-0.751956,-0.057513,0.035654,-0.572214,-0.089359,0.049478,-0.419371,-0.087019,-0.100683,-0.558796,-0.002950,-0.131151,-0.775004,-0.056258,-0.068988,-0.646137,-0.067570,-0.025867,-0.516388,-0.055488,-0.195337,-0.521975,-0.020738,-0.246210,-0.717475,-0.037289,-0.266484,-0.841294,-0.045984,-0.285320,-0.958432,-0.048292,0.165998,0.212103,0.167700,0.511182,0.082313,0.157415,0.643148,0.122838,0.634568,0.512561
I,0.152067,-0.121027,-0.035665,0.229059,-0.379175,-0.042351,0.208569,-0.597720,-0.053100,0.095701,-0.623258,-0.054661,0.101147,-0.576407,0.011701,0.090090,-0.744112,-0.036210,0.108924,-0.595221,-0.067238,0.119769,-0.475556,-0.076290,0.000000,-0.576276,0.006294,-0.007163,-0.756177,-0.062083,0.029991,-0.581546,-0.095167,0.044326,-0.431796,-0.094494,-0.100384,-0.563265,-0.007857,-0.137925,-0.774557,-0.057687,-0.075389,-0.657973,-0.069451,-0.030694,-0.537252,-0.059436,-0.194897,-0.530094,-0.025722,-0.253187,-0.721890,-0.037724,-0.274364,-0.842834,-0.043866,-0.292305,-0.956325,-0.045319,0.149650,0.198235,0.152881,0.511353,0.087216,0.162621,0.633202,0.129418,0.623259,0.494027
I,0.152148,-0.113014,-0.035902,0.228714,-0.374951,-0.040801,0.205208,-0.592268,-0.049557,0.096106,-0.618657,-0.047704,0.102731,-0.569124,0.012438,0.093551,-0.730340,-0.035192,0.111901,-0.575098,-0.061927,0.121042,-0.462886,-0.067783,0.000000,-0.569031,0.006709,-0.005185,-0.749957,-0.064898,0.033262,-0.563970,-0.093546,0.046333,-0.414381,-0.087799,-0.101478,-0.556544,-0.008343,-0.139063,-0.772602,-0.062130,-0.072474,-0.644323,-0.070520,-0.026856,-0.520439,-0.056295,-0.197341,-0.524646,-0.027145,-0.252924,-0.719982,-0.041132,-0.272037,-0.841219,-0.047384,-0.290205,-0.956965,-0.048289,0.157754,0.210252,0.157373,0.513505,0.089074,0.158701,0.642835,0.128860,0.638478,0.509811
I,0.153325,-0.114953,-0.031664,0.229110,-0.382356,-0.033610,0.213557,-0.594534,-0.039933,0.111099,-0.615225,-0.036161,0.101476,-0.575506,0.017264,0.093271,-0.739160,-0.031157,0.111905,-0.583703,-0.061989,0.121530,-0.456198,-0.069592,0.000000,-0.575412,0.010965,-0.000694,-0.758284,-0.058506,0.036396,-0.576201,-0.089690,0.050462,-0.418794,-0.085744,-0.100721,-0.562199,-0.004591,-0.136209,-0.772898,-0.052235,-0.075453,-0.660754,-0.063994,-0.033463,-0.546582,-0.053484,-0.195181,-0.529207,-0.023979,-0.250248,-0.722866,-0.033143,-0.269679,-0.843557,-0.039522,-0.288015,-0.957626,-0.041450,0.159369,0.205577,0.160031,0.525861,0.080311,0.179422,0.647424,0.152883,0.636323,0.483481
I,0.148654,-0.119773,-0.030910,0.220477,-0.385649,-0.033692,0.203146,-0.598863,-0.041079,0.101087,-0.626839,-0.039313,0.100594,-0.578851,0.011969,0.090920,-0.742508,-0.033622,0.115783,-0.594345,-0.061450,0.127053,-0.480431,-0.068577,0.000000,-0.577442,0.004108,-0.002083,-0.756587,-0.063138,0.039216,-0.577310,-0.092950,0.050174,-0.426912,-0.089781,-0.102161,-0.563546,-0.012152,-0.135761,-0.777029,-0.060359,-0.067314,-0.660309,-0.070700,-0.022545,-0.543144,-0.060109,-0.199577,-0.529513,-0.031768,-0.253445,-0.724303,-0.042580,-0.269991,-0.844506,-0.047767,-0.286544,-0.958067,-0.049003,0.148692,0.206308,0.149297,0.509872,0.093673,0.162211,0.631822,0.137105,0.628892,0.491790
I,0.157076,-0.124980,-0.030206,0.227606,-0.391647,-0.033537,0.202997,-0.605236,-0.042263,0.096209,-0.629247,-0.041940,0.104038,-0.579232,0.013290,0.093484,-0.740688,-0.035188,0.114757,-0.585587,-0.065754,0.125710,-0.464847,-0.075204,0.000000,-0.575569,0.003816,-0.006870,-0.760084,-0.067876,0.033735,-0.579683,-0.099447,0.048526,-0.424085,-0.096924,-0.102386,-0.556932,-0.014249,-0.142309,-0.777746,-0.065882,-0.077210,-0.662896,-0.075854,-0.032766,-0.544158,-0.064656,-0.199124,-0.516894,-0.035860,-0.255561,-0.710712,-0.050850,-0.276667,-0.836070,-0.058841,-0.297891,-0.954600,-0.062079,0.167025,0.210630,0.154515,0.511048,0.087287,0.177215,0.647531,0.145004,0.633602,0.488624
I,0.157493,-0.112005,-0.036472,0.235569,-0.380181,-0.040975,0.207402,-0.602099,-0.048409,0.096821,-0.632458,-0.046239,0.103764,-0.569093,0.009843,0.101061,-0.738248,-0.035673,0.114931,-0.589992,-0.064021,0.120292,-0.467580,-0.071967,0.000000,-0.571392,0.005550,0.000404,-0.758590,-0.061814,0.034756,-0.585549,-0.092415,0.049093,-0.429353,-0.089657,-0.101156,-0.558660,-0.007564,-0.137034,-0.780512,-0.056572,-0.073512,-0.670323,-0.068167,-0.026598,-0.550066,-0.058452,-0.196352,-0.523075,-0.024559,-0.251556,-0.715302,-0.038893,-0.274212,-0.839190,-0.047941,-0.295028,-0.955489,-0.051893,0.166541,0.208638,0.148394,0.507833,0.080812,0.168465,0.640738,0.142481,0.628680,0.486233
I,0.156947,-0.107935,-0.036629,0.234231,-0.373646,-0.041872,0.212249,-0.591632,-0.050722,0.103803,-0.623252,-0.049409,0.103189,-0.575467,0.010611,0.099132,-0.737316,-0.039379,0.116104,-0.582727,-0.070535,0.121744,-0.459576,-0.078877,0.000000,-0.575337,0.005764,0.002686,-0.756868,-0.063488,0.038182,-0.577131,-0.094136,0.048315,-0.424245,-0.091108,-0.100039,-0.560860,-0.008483,-0.130285,-0.781092,-0.058837,-0.065292,-0.657663,-0.067341,-0.021429,-0.532241,-0.054717,-0.193482,-0.523095,-0.027030,-0.245067,-0.717327,-0.041040,-0.264016,-0.841069,-0.048404,-0.281146,-0.959665,-0.050570,0.164657,0.206598,0.154809,0.511233,0.081487,0.160558,0.642191,0.128558,0.628665,0.500145
I,0.152618,-0.122587,-0.029813,0.227723,-0.379665,-0.035008,0.214610,-0.584852,-0.045602,0.113397,-0.617782,-0.046519,0.101485,-0.572137,0.011555,0.096624,-0.743604,-0.038204,0.112791,-0.595805,-0.069013,0.120855,-0.468255,-0.076623,0.000000,-0.571973,0.003417,0.003673,-0.752092,-0.066839,0.039112,-0.575076,-0.097948,0.051916,-0.415097,-0.095022,-0.102269,-0.559965,-0.013427,-0.132277,-0.776538,-0.061076,-0.066910,-0.666064,-0.071698,-0.018589,-0.546467,-0.061586,-0.196981,-0.528360,-0.033917,-0.250785,-0.721535,-0.043454,-0.271327,-0.844112,-0.049543,-0.288232,-0.957561,-0.051802,0.149713,0.211805,0.150021,0.526075,0.087054,0.159880,0.637787,0.149094,0.640288,0.491636
I,0.154881,-0.113211,-0.039972,0.229750,-0.373174,-0.048796,0.204181,-0.590639,-0.061133,0.093051,-0.627618,-0.063378,0.102628,-0.572094,0.003864,0.093112,-0.738930,-0.046947,0.108787,-0.579908,-0.075741,0.117622,-0.456494,-0.082343,0.000000,-0.570650,-0.000431,-0.002965,-0.754609,-0.073869,0.030230,-0.567044,-0.102856,0.041863,-0.405592,-0.097016,-0.102045,-0.555156,-0.014194,-0.137714,-0.777170,-0.067339,-0.075463,-0.658814,-0.075486,-0.030198,-0.534151,-0.061456,-0.198588,-0.519425,-0.032106,-0.250859,-0.717114,-0.047109,-0.271147,-0.842165,-0.053883,-0.290190,-0.956969,-0.054967,0.172878,0.227850,0.154682,0.505318,0.091271,0.166977,0.645589,0.147379,0.643643,0.496357
I,0.158169,-0.118271,-0.032475,0.234899,-0.381311,-0.036927,0.208438,-0.597510,-0.045589,0.096500,-0.615577,-0.045404,0.099440,-0.577083,0.009620,0.097539,-0.742249,-0.035567,0.117371,-0.585736,-0.062462,0.122026,-0.466162,-0.069422,-0.000000,-0.575029,0.002272,-0.000472,-0.758069,-0.063806,0.038387,-0.575995,-0.093332,0.047200,-0.423758,-0.090957,-0.098708,-0.557694,-0.013119,-0.133049,-0.773763,-0.062847,-0.065472,-0.647686,-0.072383,-0.023815,-0.521273,-0.061429,-0.193665,-0.517992,-0.031880,-0.250207,-0.713028,-0.046569,-0.268188,-0.838150,-0.054271,-0.288605,-0.957448,-0.057421,0.151580,0.198053,0.152869,0.514958,0.086006,0.155906,0.640297,0.120633,0.630548,0.510257
I,0.155562,-0.114254,-0.033011,0.228990,-0.373963,-0.037940,0.210287,-0.582685,-0.047582,0.105200,-0.614962,-0.047923,0.104386,-0.576450,0.011223,0.098889,-0.735081,-0.036797,0.111449,-0.579335,-0.066570,0.117341,-0.458688,-0.075243,0.000000,-0.575041,0.003896,0.001895,-0.752108,-0.066370,0.033330,-0.574809,-0.097659,0.043707,-0.421680,-0.095574,-0.101789,-0.556243,-0.012317,-0.133743,-0.776196,-0.064769,-0.072361,-0.662497,-0.076327,-0.028104,-0.541899,-0.066149,-0.195002,-0.516091,-0.032168,-0.251633,-0.710018,-0.050580,-0.274244,-0.836398,-0.061517,-0.293463,-0.955971,-0.066154,0.156745,0.202828,0.152014,0.524613,0.082412,0.167567,0.645019,0.140034,0.631783,0.491803
I,0.152055,-0.120021,-0.033300,0.227929,-0.374769,-0.038390,0.211753,-0.587456,-0.047932,0.104064,-0.626995,-0.048052,0.100415,-0.572093,0.012288,0.090211,-0.743632,-0.036252,0.114945,-0.591369,-0.066351,0.126886,-0.467962,-0.073177,0.000000,-0.571762,0.006594,-0.002592,-0.754164,-0.060924,0.036752,-0.576716,-0.092472,0.048838,-0.423441,-0.089900,-0.100852,-0.558321,-0.007921,-0.134417,-0.770097,-0.055603,-0.069963,-0.659039,-0.066748,-0.025817,-0.542372,-0.055950,-0.197303,-0.525294,-0.026007,-0.252822,-0.722516,-0.036054,-0.272498,-0.845147,-0.041091,-0.290464,-0.956886,-0.041267,0.160663,0.210913,0.155017,0.514276,0.089854,0.169868,0.642828,0.140420,0.632210,0.491792
